i,x,y
0b11100000,0.6127563153764555,-0.10800606882526578
0b11100001,0.8616344631514119,-0.16586849195915654
0b11100010,0.055799959528084586,0.20643572575169442
0b11100011,0.779969976837555,0.5158436650167417
0b11100100,0.3131775381734998,-0.14861730174079404
0b11100101,0.7496015093447564,-0.026592228564871194
0b11100110,0.7920957262479763,0.13795351164334488
0b11100111,0.2751762795551441,0.04799450578442638
0b11101000,0.14693424284725465,0.07709016760022848
0b11101001,0.34467115712773466,-0.0482671742224768
0b11101010,0.8548401858624846,0.01682728648800953
0b11101011,0.33285932619776293,0.6686528920553966
0b11101100,0.49421473291454965,-0.08756681050099308
0b11101101,0.02370310054292768,-0.7680426053720079
0b11101110,0.6148651568025006,-0.1501850182700427
0b11101111,0.44076113228539315,-0.4188961764342852
0b11110000,0.06917910758639378,0.1848215844496131
0b11110001,0.35163210308820414,0.0647917896879243
0b11110010,0.6753602787135431,-0.09942922820949099
0b11110011,0.8446857807041945,-0.13086558087050534
0b11110100,0.9362288626208216,-0.9834735329159253
0b11110101,0.6996497792861369,0.2614142704428829
0b11110110,0.9667762563880734,-0.19506510739634958
0b11110111,0.6430854111432431,0.1348453944304976
0b11111000,0.49901514988331697,0.0538542322299775
0b11111001,0.13941188254818926,-0.41193412482968744
0b11111010,0.9438951365127938,-0.6533474566343883
0b11111011,0.9636383645148128,-0.24893872631829045
0b11111100,0.46230238852558414,-0.27760356047982493
0b11111101,0.011307649889713556,0.7268843480215312
0b11111110,0.4038920741020039,-0.11033822244532016
0b11111111,0.2466818546551417,0.5208820492482985
0b100000000,0.09069476689806899,0.2274772070274228
0b100000001,0.4698586355314279,0.05343844411746034
0b100000010,0.4184650109507507,0.070466539840122
0b100000011,0.47206614373346034,-0.20134605374596692
0b100000100,0.9990100758558724,0.05195105346317734
0b100000101,0.4115825455851235,-0.08611673832936238
0b100000110,0.11713949719988725,-0.5950406239374594
0b100000111,0.11212623132221722,0.38760706462424016
0b100001000,0.753746146401764,0.0008094419436830338
0b100001001,0.8958684103697772,0.318430003646389
0b100001010,0.9674515547227249,-0.2441290547610825
0b100001011,0.12248074641820483,0.20927495005426072
0b100001100,0.5516478830997136,-0.10089957205109115
0b100001101,0.42027029270964733,-0.2743889579749163
0b100001110,0.9911161416740533,-0.8565938946234293
0b100001111,0.9043098908681607,-0.11524151154824228
0b100010000,0.9230600210817618,-0.26427573504168356
0b100010001,0.6395089401570313,0.005983395227973717
0b100010010,0.8604624740740793,0.5782019196586141
0b100010011,0.8829788966568476,0.1687920506631128
0b100010100,0.679328978270705,0.18218445844411824
0b100010101,0.7785410750337981,0.025004939050778132
0b100010110,0.15688528370911436,-0.7753240903938835
0b100010111,0.001583288199133115,-0.21110167810242025
0b100011000,0.3446542122822107,0.30670621899835754
0b100011001,0.024730355140917926,-0.13792560259938091
0b100011010,0.6152138712738572,-0.28302274365051067
0b100011011,0.6760165509222658,0.19864748431685497
0b100011100,0.3901511300131524,0.3590101336127274
0b100011101,0.06863863124567837,-0.15391663098758626
0b100011110,0.20333561249280419,0.44403587611775414
0b100011111,0.8787134792046762,0.11867933903808237
0b100100000,0.015855320972630316,-0.5503397999757265
0b100100001,0.6915499580726754,-0.350412765370304
0b100100010,0.9693223480224742,0.4986969199876777
0b100100011,0.26195037853456027,-0.12153388579727017
0b100100100,0.47152569075056694,0.11062835575920585
0b100100101,0.8983175214211365,0.09891274960969258
0b100100110,0.3518962026805367,0.04875070363258588
0b100100111,0.14978708863425516,0.35057660302860705
0b100101000,0.7723321401047871,0.12068022235762496
0b100101001,0.24942779085936695,-0.25085841194403
0b100101010,0.1724472518130794,0.7647084145919333
0b100101011,0.7061914157119914,0.05285483680901568
0b100101100,0.4566844704140839,0.24091361076831794
0b100101101,0.4143002000785446,-0.4117808397925944
0b100101110,0.32702779028628803,0.5477539231301964
0b100101111,0.19891133736031563,0.15845616966828882
0b100110000,0.035455195495436076,-0.2927386299606672
0b100110001,0.12374624129692824,-0.13280669191161695
0b100110010,0.32197600444824026,0.08754393973880534
0b100110011,0.6470628782821414,-0.11538280173748025
0b100110100,0.8012445582079855,-0.1590861805579869
0b100110101,0.42732955608790024,-0.24871775871129853
0b100110110,0.5995466473551045,0.17975464932945695
0b100110111,0.26004956355248643,0.13046361903830347
0b100111000,0.5190035167030154,-0.6492593353473545
0b100111001,0.5596361265608072,0.24681636316983374
0b100111010,0.8608469409401429,0.037295823916109465
0b100111011,0.8438027723064089,-0.14506615247410606
0b100111100,0.7936676269882676,0.2116860639790426
0b100111101,0.3324399655942746,0.15290670789235142
0b100111110,0.46836151481486277,-0.21366210221387968
0b100111111,0.32810107617687145,0.11902928118476491
0b101000000,0.7766765090769207,-0.029036324451296863
0b101000001,0.823220476136787,0.7796918590924667
0b101000010,0.3387210170688858,0.4029445343027546
0b101000011,0.08204980038373855,-0.27654768758978965
0b101000100,0.9712391275869131,0.13232314566379075
0b101000101,0.926134669735481,-0.16070936881854825
0b101000110,0.8341019909186892,-0.2760081403982447
0b101000111,0.4207550407828796,-0.1773765707015987
0b101001000,0.2785769552476375,-0.2037751876430037
0b101001001,0.6949975787302771,-0.043057966432656185
0b101001010,0.0026494381951840396,-0.216682351242352
0b101001011,0.3398126667453861,0.6010786090875847
0b101001100,0.18440839316310798,-0.17600704057017985
0b101001101,0.10821739752993287,-0.3136098828073006
0b101001110,0.507143985642666,0.03454117111265677
0b101001111,0.8118944542050919,-0.07009192634070394
0b101010000,0.9536046448842792,-0.32438241175783816
0b101010001,0.3980504342567608,0.27097713418300373
0b101010010,0.7855622931979916,0.08623120740106581
0b101010011,0.616493328182022,-0.02717128347661674
0b101010100,0.2186626291017909,0.1006984750783315
0b101010101,0.7400093098001493,-0.27269086223246874
0b101010110,0.886211328815263,-0.3598227192631576
0b101010111,0.13905621092529263,0.003061683572315643
0b101011000,0.642496752818237,0.4998402599344219
0b101011001,0.3513903411471859,-0.23740020924503397
0b101011010,0.1884026793812379,0.37501896168112697
0b101011011,0.525544274280352,0.03877212012388595
0b101011100,0.8009881955146948,0.15673348732822787
0b101011101,0.45976160879161787,-0.300909423178625
0b101011110,0.5475774295262057,-0.13814199043559933
0b101011111,0.08144077941268979,-0.03212998731980418
0b101100000,0.16507779447849324,0.21231553260721767
0b101100001,0.6745380212597976,0.3149375899686316
0b101100010,0.44619051637143825,0.2015733756077126
0b101100011,0.1769615810092804,-0.5511005068565297
0b101100100,0.770479830657914,-0.3582881990642239
0b101100101,0.757796978777206,-0.38849162902908607
0b101100110,0.7708654659968309,-0.05747256264429583
0b101100111,0.13627224108718294,0.2960791909887466
0b101101000,0.5560068406985945,0.15527413047619884
0b101101001,0.34104476482917034,-0.009142967558676695
0b101101010,0.13330395514609417,0.31915413130579
0b101101011,0.12379081960680982,-0.5740905478565883
0b101101100,0.9661614745826019,-0.21072781419180026
0b101101101,0.48499038397414107,0.1983463194131823
0b101101110,0.47843333537635535,-0.15242715106451596
0b101101111,0.7407660581003894,-0.23514469640409535
0b101110000,0.8569367140409634,-0.19552937468117085
0b101110001,0.31507083879173414,0.6261163529805701
0b101110010,0.7593234178467424,-0.16966064327270888
0b101110011,0.566898397420337,-0.05734774603199059
0b101110100,0.7322486670817778,0.23421419494461995
0b101110101,0.42291187849536327,-0.09637676727767681
0b101110110,0.07241989646442604,0.3871164683441045
0b101110111,0.5994925121861763,-0.08508006572523695
0b101111000,0.44035035887461704,-0.2793432367745738
0b101111001,0.5893591142991129,0.16437265371864634
0b101111010,0.41072162116705757,-0.07126506880844792
0b101111011,0.0333198967097722,0.24870019364416232
0b101111100,0.8415450278232222,-0.11666077861410225
0b101111101,0.3208686745099719,0.020912336618823173
0b101111110,0.043519543070136946,-0.05659116420553024
0b101111111,0.921718412168086,0.6052331068053011
0b110000000,0.9327577236051245,0.5268182376107934
0b110000001,0.84095884842566,0.17086916231856916
0b110000010,0.5656927509483094,-0.029663489065240297
0b110000011,0.313088431769292,-0.14615705132790724
0b110000100,0.24540797368215195,-0.3437855434451215
0b110000101,0.8361410277392212,-0.031589546631328215
0b110000110,0.527299630390631,0.03762715226010366
0b110000111,0.2593812752576544,0.22799092380682917
0b110001000,0.373303360541701,0.3033468613399494
0b110001001,0.4556919316480964,-0.019313286393804575
0b110001010,0.05769455558089487,-0.016852880333459493
0b110001011,0.5661118672226131,-0.425281226901074
0b110001100,0.9091633682878101,-0.27162407102178737
0b110001101,0.825026604492242,0.05446133727344696
0b110001110,0.8974850445527046,0.4625368392178242
0b110001111,0.4507169313827578,-0.02631921592699085
0b110010000,0.5959029087004917,0.03753010554507321
0b110010001,0.9154762930702562,0.11941276179627378
0b110010010,0.11125842857391155,-0.07398396371631846
0b110010011,0.17203183584842263,-0.05332250226650254
0b110010100,0.8968215254699171,0.3035955036497804
0b110010101,0.5611867155322158,0.3757079472072566
0b110010110,0.8948520445540596,-0.24164525047911162
0b110010111,0.8857106476044404,-0.18636641227534795
0b110011000,0.6047110203258341,-0.08872296312281863
0b110011001,0.9896802571023906,0.0936426881734877
0b110011010,0.6054075050233649,0.08717473352898332
0b110011011,0.1458964297218448,0.29472158618446703
0b110011100,0.0674296956724505,0.8615374335210298
0b110011101,0.7438135503070447,-0.21106126667600345
0b110011110,0.791216352928081,0.08795738827830937
0b110011111,0.8442091473311005,-0.011651925565520855
0b110100000,0.8738512627134615,-0.422101531863415
0b110100001,0.4379666610143442,0.39957666959868876
0b110100010,0.7036810345723611,0.1933642042816847
0b110100011,0.8219214946863949,-0.3053384963957047
0b110100100,0.14303787862044726,0.8789256547614376
0b110100101,0.974578990678008,0.5286814154191474
0b110100110,0.21561260298985196,0.3890964561221596
0b110100111,0.7601448015594517,-0.19834321125017135
0b110101000,0.43215788959454193,-0.7411410312336919
0b110101001,0.3147286983839849,-0.03291098921386368
0b110101010,0.3866051360941485,0.33801135159442997
0b110101011,0.17946464733004075,0.31652627549118023
0b110101100,0.9722783509012969,0.3436481336620849
0b110101101,0.11111419660052202,0.399977105229232
0b110101110,0.942162001950546,-0.21726417454379449
0b110101111,0.9478265826142532,0.11346420466569407
0b110110000,0.9417500106868906,0.05583515132198512
0b110110001,0.9727911753372104,0.3127489361903529
0b110110010,0.24493314527784316,0.18136260672190926
0b110110011,0.38725887380357793,0.30262249484552367
0b110110100,0.6759010539970237,-0.4561633830981885
0b110110101,0.8431184346699392,0.3953327701130341
0b110110110,0.31568046914654335,-0.32655194425985656
0b110110111,0.6075780203288752,0.2945905159942214
0b110111000,0.25563481696944057,-0.2764025912652673
0b110111001,0.6286161924318895,-0.8796462743015651
0b110111010,0.381322377812516,0.12606816676306073
0b110111011,0.9174416947309116,0.21759743505288004
0b110111100,0.1586262385011783,0.23860663621966977
0b110111101,0.4018941401572804,-0.5850308644414469
0b110111110,0.3961765464400646,0.07468895781873697
0b110111111,0.627332814097915,-0.2898906975927584
0b111000000,0.6741854124064012,0.010637416006651105
0b111000001,0.8761903231715504,-0.39954318969266783
0b111000010,0.2797101757004017,0.14387311061052352
0b111000011,0.9629467559752175,0.03279361030573431
0b111000100,0.7874078013381842,-0.39475907105588737
0b111000101,0.4287162872101151,-0.007482077339345517
0b111000110,0.6997764838988664,0.12763224182609123
0b111000111,0.7006206224826773,0.14470094305211825
0b111001000,0.5805396193038783,0.08430817966926396
0b111001001,0.7994530438159481,0.00842569414664516
0b111001010,0.7219910784647305,0.2531946806913108
0b111001011,0.9934583977596807,-0.15641503800735881
0b111001100,0.8222364570334302,0.030973448846317794
0b111001101,0.4267192143900277,-0.3767819690843736
0b111001110,0.7305203584308848,-0.11155671961014352
0b111001111,0.025703712603766693,0.04155441867623979
0b111010000,0.598737988787264,0.17078088737350836
0b111010001,0.37379387111092366,0.04563698277481246
0b111010010,0.7125221957793955,-0.05350393846510496
0b111010011,0.8295484705758589,-0.06166548468425265
0b111010100,0.15707991798515308,0.10649038079362166
0b111010101,0.3917286987602705,0.07900220866624905
0b111010110,0.29383476396236075,0.2007246414380136
0b111010111,0.4168180084519093,-0.08648554449230257
0b111011000,0.2849682047751583,0.09480612547267063
0b111011001,0.28718142314047534,0.21789332429833008
0b111011010,0.8498342853381727,0.006394315712969006
0b111011011,0.30851793340128075,-0.27906856328167634
0b111011100,0.808058182033069,0.41746477343783656
0b111011101,0.9413456413408334,0.4276025053146915
0b111011110,0.20272873585020224,-0.29232383135101114
0b111011111,0.7213593055976447,0.14050144302154377
0b111100000,0.5384030156243551,0.15106726843891588
0b111100001,0.86489372347501,-0.2466799837603652
0b111100010,0.17538140530865376,-0.01034298707404265
0b111100011,0.7646705525924281,-0.037333189628322244
0b111100100,0.35506544508614024,0.40267247623941943
0b111100101,0.28393345784689983,0.7564507799599411
0b111100110,0.6958615872721271,0.3740085828825016
0b111100111,0.8945685322071285,0.536430383407538
0b111101000,0.18831720341856806,0.10113005652391009
0b111101001,0.21823833784196867,0.011810071248469242
0b111101010,0.8546507499088307,0.4842347593044864
0b111101011,0.6232936851954552,-0.1138835595954222
0b111101100,0.8177301561489682,-0.2209119660376544
0b111101101,0.043157708875054324,-0.10675112661979826
0b111101110,0.183763422203155,-0.20971758128304543
0b111101111,0.9970473800434981,-0.2702465773528119
0b111110000,0.34686222961011337,-0.1074631398261219
0b111110001,0.5708182205447595,0.37604208473326484
0b111110010,0.4492233285213115,-0.06830135997663442
0b111110011,0.7913121309089094,-0.3706180086505058
0b111110100,0.843993250760079,-0.24374816054891277
0b111110101,0.7298764433266415,0.5007454096410885
0b111110110,0.5497376845085247,-0.27584995912806376
0b111110111,0.5142056415887691,0.20624607229254266
0b111111000,0.037858991521925844,-0.23627341508493171
0b111111001,0.9155997444380268,-0.1138846340759913
0b111111010,0.49494784189696606,0.2845248027282398
0b111111011,0.11748283871888276,0.034932458188395
0b111111100,0.5765120733035817,-0.07008865413328683
0b111111101,0.7616083100174573,-0.18498793026957672
0b111111110,0.4890577209457473,-0.21567090918073378
0b111111111,0.39984359034546124,-0.2056281742044058
0b1000000000,0.5269721177560588,0.8028122009603479
0b1000000001,0.4793174808922841,-0.15359756147427103
0b1000000010,0.3640636689058373,0.568856675102693
0b1000000011,0.8979092443172011,-0.2119516820820183
0b1000000100,0.45379119616234187,-0.10936352358916064
0b1000000101,0.602243578219686,-0.1717975792984345
0b1000000110,0.9628476665867974,0.05869847234771641
0b1000000111,0.24559221879731985,0.33206598906024337
0b1000001000,0.5366027180653056,0.35499553287072083
0b1000001001,0.44148051221654516,-0.1503262564203228
0b1000001010,0.29279605130330943,0.4014709117660464
0b1000001011,0.5411473705375327,-0.17621791404715095
0b1000001100,0.1610406316230646,0.1306457621370507
0b1000001101,0.768418292202779,-0.6855993622670676
0b1000001110,0.07595961435227683,0.31966028094135296
0b1000001111,0.031365321848927596,0.3768006075537689
0b1000010000,0.5880129948698335,0.27032070445136375
0b1000010001,0.03321651393445868,0.6448814430314507
0b1000010010,0.4023323115351418,-0.24673210778575802
0b1000010011,0.7252931393996522,0.3453462914034093
0b1000010100,0.448788291936538,-0.11221160751751695
0b1000010101,0.9874383300332529,0.100947752973606
0b1000010110,0.6709170175891913,0.17418979038601856
0b1000010111,0.6260845110141914,0.2330079935627706
0b1000011000,0.5395720466329954,-0.19278082950091396
0b1000011001,0.3801859808857444,0.179528864921817
0b1000011010,0.03985336502482684,0.25132863607401773
0b1000011011,0.5954591654654012,-0.032722582203625214
0b1000011100,0.6488362457699838,-0.12205251419372332
0b1000011101,0.2045429039741249,-0.029297752339157247
0b1000011110,0.5782285759970711,0.0368799291766072
0b1000011111,0.21523268245973648,-0.13177038186360607
0b1000100000,0.43497318233016424,0.26604248791500057
0b1000100001,0.5591341296872023,0.20805178416216638
0b1000100010,0.9808416836573769,-0.207489433909616
0b1000100011,0.7443707272437566,-0.11668450472290023
0b1000100100,0.7826277114814669,0.12469455039224006
0b1000100101,0.9690727520693232,-0.07257157013553855
0b1000100110,0.26855782315892585,-0.3978823556349499
0b1000100111,0.3639869484063012,0.19571603934133286
0b1000101000,0.9028024027563968,0.24633726956196494
0b1000101001,0.49608745126197407,0.0977981213347334
0b1000101010,0.7063499478247467,-0.03569276583275281
0b1000101011,0.47901815054343533,-0.25607897983487804
0b1000101100,0.3742375112994858,-0.032800805053890936
0b1000101101,0.13978488569062053,-0.39360495720870664
0b1000101110,0.9831767328904935,0.04487390122453059
0b1000101111,0.7724283531990521,-0.24642558626652486
0b1000110000,0.945048281128408,-0.33863694096893976
0b1000110001,0.18204668746056707,-0.6929658556254154
0b1000110010,0.5587818828501058,0.14194410135822497
0b1000110011,0.8137309356759099,0.22150488871420826
0b1000110100,0.417692265785631,0.02174801418906812
0b1000110101,0.5060724494507461,0.4553260801199896
0b1000110110,0.7553135095282352,0.34136240228601034
0b1000110111,0.5405400850796319,-0.23476648289924062
0b1000111000,0.6979068306237581,-0.350513635807259
0b1000111001,0.9110534358464718,0.20903014248067825
0b1000111010,0.7462329454561774,0.3179213867442979
0b1000111011,0.9880370513419775,0.03713381474044644
0b1000111100,0.2303174221076827,-0.14255636227676097
0b1000111101,0.10763814032170493,-0.08417102375109727
